,time,open,high,low,close
1648,2024-10-24 20:00:00+00:00,5809.76,5809.9,5809.76,5809.87
1649,2024-10-25 13:00:00+00:00,5826.74,5853.1,5826.74,5851.29
1650,2024-10-25 14:00:00+00:00,5852.37,5862.83,5849.37,5853.15
1651,2024-10-25 15:00:00+00:00,5853.13,5856.36,5835.95,5840.37
1652,2024-10-25 16:00:00+00:00,5840.45,5846.13,5836.74,5838.9
1653,2024-10-25 17:00:00+00:00,5838.91,5839.01,5804.17,5810.67
1654,2024-10-25 18:00:00+00:00,5810.53,5823.12,5799.97,5820.55
1655,2024-10-25 19:00:00+00:00,5820.4,5820.72,5803.87,5807.99
1656,2024-10-25 20:00:00+00:00,5807.7,5808.12,5807.7,5808.11
1657,2024-10-28 13:00:00+00:00,5833.92,5842.64,5831.77,5832.98
1658,2024-10-28 14:00:00+00:00,5833.2,5842.93,5831.35,5837.0
1659,2024-10-28 15:00:00+00:00,5838.18,5838.25,5826.24,5827.82
1660,2024-10-28 16:00:00+00:00,5827.71,5834.92,5824.3,5828.42
1661,2024-10-28 17:00:00+00:00,5828.43,5835.63,5824.79,5834.9
1662,2024-10-28 18:00:00+00:00,5834.99,5836.06,5826.99,5830.19
1663,2024-10-28 19:00:00+00:00,5829.77,5834.95,5823.09,5824.55
1664,2024-10-28 20:00:00+00:00,5824.15,5824.23,5823.51,5823.51
1665,2024-10-29 13:00:00+00:00,5819.67,5819.67,5802.16,5817.45
1666,2024-10-29 14:00:00+00:00,5817.61,5835.97,5814.9,5832.01
1667,2024-10-29 15:00:00+00:00,5832.59,5833.62,5824.18,5831.99
